error
2.4366279726648816
-0.37822691248639373
3.0549010759514346
0.2298625738962521
-0.31517185657442326
-1.1864236021786922
-0.8813062017796858
-1.3525829540701437
-1.4786780467896876
0.011000716101040808
1.6106133613958438
-0.5734257989016882
-0.06097766236639934
0.6509127597245357
0.7497472526135525
0.4349415056249182
-0.03718144976415694
-2.6024759264364734
-0.19501564818641448
0.3825299452187618
-0.9393430873450193
1.0045221840165404
2.260159370885015
-0.03772012808654068
-0.08234812061963126
-1.2818939407653414
4.067055264476529
-1.9755299473937136
-2.429339803076598
-1.610637209730907
8.870379012265394
3.1414023811118987
2.8403213557475278
-0.20618274009632742
1.1461670413687823
2.415539984373268
2.001667272202905
0.21837454233637033
0.28750604098933685
-0.991598733094218
-1.257235155806585
-0.6531350001558387
-0.72932208468319
-1.4071898903924858
-1.1168378912464885
-0.3698749302877342
2.300613062918533
-2.079285201602236
1.4096164851835802
-0.15295466853834938
2.4774977566052776
-1.3580519701819718
-0.10220044154407049
-0.6885311151487521
0.04335926807873314
2.2708211891953543
0.1620457639831443
0.15526307363645486
3.177638300805861
-0.32617898743885654
-0.010576431627390193
0.36829186986734186
0.2185007807500039
-0.5801501082283202
-0.6723180851211126
2.6257490661856657
2.8908190878789597
1.3870181845956129
0.2692362885133477
3.1349639239644063
-0.8244842165831141
0.038138379182075965
0.14660753555072503
0.4760627979800027
2.4709167221751986
-2.1524207038295096
-0.10236875453375305
0.6874863690492923
4.458248210492361
-0.0183696838586922
0.30643037533955564
1.9603336858458675
-1.9265192664343616
-1.9481131464041361
1.1065422304668786
-1.7489867532724048
-0.36973333813920384
-0.1059833713388656
2.92052349406441
-0.46764987914623024
1.7256962435999519
-1.3025083313397587
-1.2094196414800678
-1.0713894156184054
-0.7338824378628708
-2.020136918851251
-1.331369472089282
0.17547839308343605
-1.61565240897189
1.9731424562451938
